week,weekly_interest,symbol,open,adj_close,Sector,price_change_pct,pct_period_search_vol
2020-07-05,40,FOX,26.940001,24.860155,Communication Services,-0.07720289245720517,1.7064846416382253
2020-07-12,44,FOX,25.379999,24.732868,Communication Services,-0.02549767633954602,1.877133105802048
2020-07-19,44,FOX,25.08,25.937201,Communication Services,0.034178668261563135,1.877133105802048
2020-07-26,46,FOX,26.379999,25.232225,Communication Services,-0.04350925108071466,1.9624573378839592
2020-08-02,45,FOX,25.870001,24.37059,Communication Services,-0.05795944886125047,1.9197952218430034
2020-08-09,47,FOX,24.9,25.281183,Communication Services,0.015308554216867472,2.0051194539249146
2020-08-16,41,FOX,25.93,25.467216,Communication Services,-0.017847435403008066,1.7491467576791808
2020-08-23,47,FOX,25.99,27.337358,Communication Services,0.05184140053866872,2.0051194539249146
2020-08-30,39,FOX,27.9,27.180698,Communication Services,-0.02578143369175624,1.6638225255972698
2020-09-06,39,FOX,27.59,27.782623,Communication Services,0.00698162377673074,1.6638225255972698
2020-09-13,100,FOX,28.42,27.644402,Communication Services,-0.02729057002111197,4.266211604095563
2020-09-20,38,FOX,27.59,26.439896,Communication Services,-0.041685538238492165,1.621160409556314
2020-09-27,64,FOX,27.35,27.812243,Communication Services,0.016901023765996243,2.7303754266211606
2020-10-04,47,FOX,28.42,28.829163,Communication Services,0.014397009148486963,2.0051194539249146
2020-10-11,44,FOX,29.43,26.775579,Communication Services,-0.09019439347604483,1.877133105802048
2020-10-18,44,FOX,27.190001,26.592926,Communication Services,-0.021959359251218866,1.877133105802048
2020-10-25,44,FOX,26.700001,25.808023,Communication Services,-0.03340741447912312,1.877133105802048
2020-11-01,76,FOX,26.440001,25.279818,Communication Services,-0.04387983949017248,3.242320819112628
2020-11-08,58,FOX,26.700001,25.877132,Communication Services,-0.030819062516140007,2.474402730375427
2020-11-15,47,FOX,26.549999,27.091515,Communication Services,0.02039608363073767,2.0051194539249146
2020-11-22,36,FOX,27.459999,28.365129,Communication Services,0.03296176376408461,1.5358361774744027
2020-11-29,38,FOX,28.52,28.883463,Communication Services,0.01274414446002803,1.621160409556314
2020-12-06,35,FOX,29.01,28.355257,Communication Services,-0.022569562219924157,1.493174061433447
2020-12-13,37,FOX,29.09,27.437069,Communication Services,-0.05682127878996215,1.5784982935153582
2020-12-20,36,FOX,27.469999,27.644402,Communication Services,0.006348853525622556,1.5358361774744027
2020-12-27,37,FOX,28.129999,28.513226,Communication Services,0.013623427430623015,1.5784982935153582
2021-01-03,63,FOX,29.01,29.243828,Communication Services,0.008060255084453603,2.6877133105802047
2021-01-10,52,FOX,29.34,30.004049,Communication Services,0.022632890252215355,2.218430034129693
2021-01-17,50,FOX,30.370001,28.799543,Communication Services,-0.05171083135624522,2.1331058020477816
2021-01-24,47,FOX,29.18,29.510399,Communication Services,0.01132278958190541,2.0051194539249146
2021-01-31,47,FOX,29.860001,29.925064,Communication Services,0.0021789349571689075,2.0051194539249146
2021-02-07,46,FOX,30.549999,31.050587,Communication Services,0.01638585978349788,1.9624573378839592
2021-02-14,46,FOX,31.51,31.9589,Communication Services,0.01424627102507135,1.9624573378839592
2021-02-21,46,FOX,32.279999,31.524492,Communication Services,-0.023404802459876098,1.9624573378839592
2021-02-28,45,FOX,32.18,38.544193,Communication Services,0.1977685829707893,1.9197952218430034
2021-03-07,44,FOX,38.82,39.492001,Communication Services,0.01731069036579087,1.877133105802048
2021-03-14,41,FOX,40.349998,40.067833,Communication Services,-0.006992937149587941,1.7491467576791808
2021-03-21,45,FOX,40.605,35.917061,Communication Services,-0.1154522595739441,1.9197952218430034
2021-03-28,45,FOX,36.25,34.755245,Communication Services,-0.04123462068965511,1.9197952218430034
2021-04-04,30,FOX,35.349998,35.827694,Communication Services,0.013513324668363537,1.2798634812286689
